2.599424456998822279e+02,1.600522930933802854e+02
2.677668527312416700e+02,1.469070979778407491e+02
2.635440084846413811e+02,1.747725607492538984e+02
2.535440084846413811e+02,1.648510083250803291e+02
2.647902293034494505e+02,1.724940092775941594e+02
2.547902293034494505e+02,1.331343870214768685e+02
2.587396320430852938e+02,1.645442341432135436e+02
2.487396320430852938e+02,1.600466079744655872e+02
2.486930001120708766e+02,1.458270539557925076e+02
2.493831362444616389e+02,1.215102335206756834e+02
2.540061437822223525e+02,1.652325003262303653e+02
2.686930643362429691e+02,1.528076739653261029e+02
2.586930643362429691e+02,1.620540909687333624e+02
2.686978591455554124e+02,1.800046696656499989e+02
2.586978591455554124e+02,1.209310064143137424e+02
2.790832378083869116e+02,1.903586421041982248e+02
2.690832378083869116e+02,7.468351315006293589e+01
2.692489208740298636e+02,1.793064751741476357e+02
2.592489208740298636e+02,1.557049123893884826e+02
2.492489208740298636e+02,1.605559183773511904e+02
2.688371379960808554e+02,1.640469086926314048e+02
2.588371379960808554e+02,1.700815362958892365e+02
2.688902225414130953e+02,1.801972225411300315e+02
2.686963822909601731e+02,1.799567502478748793e+02
2.586963822909601731e+02,1.700033821788892965e+02
2.486963822909601731e+02,1.593132460464985343e+02
2.386963822909601731e+02,1.446902385087378207e+02
2.686930102512706071e+02,1.729017792826998630e+02
2.586930102512706071e+02,8.096724208175146487e+01
2.486930102512706071e+02,1.599999459150276380e+02
2.386930102512706071e+02,3.070010706661560107e+01
2.586935527072128025e+02,1.699956935616573901e+02
2.486935527072128025e+02,1.520584737598983338e+01
2.386935527072128025e+02,1.139576683968334692e+01
2.407426614772193716e+02,1.516594236688324600e+02
2.587349918515101308e+02,1.694860709774802672e+02
2.487349918515101308e+02,1.398978538554292754e+02
2.387349918515101308e+02,1.500419913526056916e+02
2.787835462296498008e+02,7.763256731936417054e+01
2.761023222210060339e+02,1.516383110772439977e+02
2.661023222210060339e+02,1.772120996795929386e+02
2.561023222210060339e+02,1.674059399300458608e+02
2.491370272235435550e+02,1.211836153908006963e+02
2.658492636667506304e+02,1.576468894171557622e+01
2.558492636667506304e+02,1.671562532034149626e+02
2.591080384606320877e+02,1.704150282093614805e+02
2.491080384606320877e+02,1.169000604376633419e+02
2.391080384606320877e+02,1.422217744770678109e+02
2.586930119554381236e+02,1.699994592482253211e+02
2.486930119554381236e+02,1.579503504782187520e+02
2.683429563799945754e+02,1.796032202581118327e+02
2.810156833725268370e+02,1.923190323296439601e+02
2.710156833725268370e+02,1.822806915210167062e+02
2.610156833725268370e+02,2.935552547390398104e+01
2.510156833725268370e+02,9.516641970577620668e+01
2.410156833725268370e+02,8.031016994509991491e+01
2.386930000031788950e+02,1.325906777821728610e+02
2.486966950958740199e+02,1.599131488662242191e+02
2.587005060404699179e+02,1.695634788169263629e+02
2.487005060404699179e+02,7.035754966047534253e+01
2.561515150057166466e+02,1.674585150055136182e+02
2.935571259746502619e+02,2.048641259702708339e+02
2.835571259746502619e+02,1.944490875140181743e+02
2.735571259746502619e+02,1.848635617364925565e+02
2.635571259746502619e+02,1.547987516576758935e+02
2.586948812635673676e+02,1.700018693081292440e+02
2.574981353321854840e+02,1.536110037605321850e+02
